distance_km,days_since_last_donation,is_first_time_donor,age,past_donations,response_rate,avg_response_time_min,is_available_now,label
5.72,893.0,0,40,3,0.109,1.4,1,0
0.54,711.0,0,29,2,0.547,17.6,0,0
4.53,713.0,0,31,5,0.628,56.4,0,0
1.64,477.0,0,34,2,0.795,11.9,1,0
2.66,-1.0,1,19,2,0.217,23.1,0,1
2.81,105.0,0,38,3,0.725,9.5,1,1
6.26,584.0,0,18,3,0.122,3.2,1,0
9.06,777.0,0,22,5,0.315,83.8,1,0
9.07,306.0,0,37,0,0.267,46.2,1,0
0.64,402.0,0,23,2,0.363,2.7,1,0
2.42,799.0,0,24,0,0.23,9.1,1,1
0.87,654.0,0,25,3,0.506,46.4,0,0
8.7,309.0,0,36,3,0.274,87.3,1,1
0.06,160.0,0,18,6,0.47,0.7,0,0
5.94,117.0,0,38,3,0.178,26.8,1,0
0.31,889.0,0,32,3,0.5,15.6,1,1
3.14,294.0,0,42,4,0.097,5.2,0,1
4.44,125.0,0,20,5,0.214,4.6,1,1
9.53,406.0,0,44,5,0.787,29.0,1,0
1.46,660.0,0,34,2,0.379,9.9,1,0
0.55,711.0,0,60,4,0.482,0.5,1,1
13.46,566.0,0,32,1,0.918,14.3,0,1
0.89,159.0,0,39,5,0.14,46.7,1,0
0.92,321.0,0,27,2,0.315,19.8,0,0
0.56,644.0,0,34,6,0.923,21.0,1,1
4.91,463.0,0,30,4,0.214,35.4,1,0
12.73,795.0,0,43,1,0.679,2.5,1,0
8.03,307.0,0,37,6,0.411,36.0,1,0
0.16,-1.0,1,38,6,0.35,9.2,0,0
38.56,-1.0,1,28,0,0.297,13.4,0,0
1.85,572.0,0,21,2,0.479,60.0,0,0
6.85,341.0,0,19,2,0.667,4.7,1,0
10.25,-1.0,1,45,1,0.293,20.9,0,0
5.55,651.0,0,18,7,0.494,21.5,1,0
0.72,93.0,0,32,3,0.523,40.3,1,0
10.21,-1.0,1,21,4,0.713,13.9,1,1
4.93,-1.0,1,24,5,0.291,6.1,0,1
19.2,398.0,0,22,3,0.144,18.6,0,0
2.47,724.0,0,31,1,0.113,8.8,0,0
1.1,585.0,0,37,4,0.391,13.1,1,0
3.19,794.0,0,26,1,0.535,15.2,1,1
10.91,612.0,0,34,0,0.848,6.6,1,1
6.69,-1.0,1,18,1,0.513,27.0,1,0
7.18,154.0,0,22,1,0.5,42.6,0,0
4.11,-1.0,1,22,2,0.642,16.3,1,1
1.45,-1.0,1,32,2,0.349,28.7,1,1
7.94,440.0,0,50,4,0.255,0.3,0,0
7.01,882.0,0,43,6,0.425,7.4,0,0
2.75,540.0,0,27,1,0.373,19.7,0,0
1.43,814.0,0,35,3,0.332,10.0,1,1
0.62,510.0,0,40,2,0.346,6.8,1,1
5.81,516.0,0,34,4,0.471,94.7,1,1
0.4,598.0,0,44,3,0.225,3.0,1,0
5.51,605.0,0,46,5,0.527,26.6,1,1
29.18,553.0,0,34,5,0.744,89.9,0,0
2.18,-1.0,1,43,3,0.338,21.9,1,1
0.05,691.0,0,36,2,0.799,28.4,1,0
2.02,-1.0,1,42,3,0.281,63.9,1,0
0.17,681.0,0,37,1,0.349,28.7,1,1
0.07,-1.0,1,27,1,0.293,18.6,1,1
2.73,627.0,0,31,5,0.629,49.6,1,1
6.14,-1.0,1,31,5,0.317,18.3,1,1
8.18,127.0,0,50,3,0.347,111.2,0,0
0.45,873.0,0,26,2,0.478,17.0,1,1
1.05,709.0,0,36,5,0.309,5.5,0,1
5.1,-1.0,1,21,4,0.571,4.7,1,1
1.03,176.0,0,36,6,0.292,21.5,1,0
5.08,440.0,0,34,4,0.554,9.8,1,1
4.06,401.0,0,39,1,0.272,9.5,1,1
6.22,769.0,0,18,2,0.625,43.9,1,1
7.75,735.0,0,30,1,0.497,12.7,0,1
9.1,582.0,0,30,1,0.061,15.6,0,0
18.1,710.0,0,28,3,0.507,2.1,1,1
4.08,-1.0,1,23,4,0.825,33.7,0,1
1.63,386.0,0,20,3,0.177,27.3,1,1
15.47,541.0,0,36,4,0.241,2.8,0,1
8.27,830.0,0,18,5,0.963,59.8,1,1
0.77,826.0,0,35,3,0.889,2.0,1,1
9.53,120.0,0,26,5,0.461,3.7,1,1
9.77,493.0,0,24,3,0.827,10.7,0,0
6.66,-1.0,1,33,5,0.607,71.8,0,1
39.47,360.0,0,35,3,0.529,1.5,0,0
17.47,469.0,0,22,3,0.801,49.5,1,1
5.11,322.0,0,19,3,0.496,16.3,1,1
2.44,570.0,0,47,4,0.501,42.9,1,1
1.71,91.0,0,42,4,0.417,18.1,0,1
4.17,523.0,0,45,1,0.47,1.1,1,0
16.31,165.0,0,45,2,0.432,14.1,0,1
5.19,837.0,0,43,2,0.801,18.7,1,1
12.84,249.0,0,44,3,0.789,2.3,1,1
0.8,589.0,0,32,3,0.103,2.9,1,1
3.62,543.0,0,18,3,0.573,7.3,1,1
3.72,266.0,0,41,5,0.508,20.2,0,0
8.21,274.0,0,31,3,0.021,27.2,1,1
1.81,544.0,0,18,2,0.834,13.7,1,1
6.26,620.0,0,54,4,0.64,9.6,1,1
2.32,533.0,0,32,1,0.819,132.4,1,0
0.75,516.0,0,33,4,0.421,40.4,1,1
0.04,324.0,0,49,5,0.308,5.2,1,1
4.84,822.0,0,20,4,0.209,3.3,0,1
0.14,729.0,0,37,0,0.742,39.8,1,1
1.87,97.0,0,18,4,0.625,11.6,0,0
0.01,513.0,0,33,1,0.558,30.3,0,1
2.69,-1.0,1,46,2,0.102,34.5,1,0
0.57,624.0,0,39,3,0.259,8.6,1,1
3.35,865.0,0,43,1,0.518,48.7,0,0
7.33,573.0,0,38,4,0.45,35.7,0,0
14.89,660.0,0,34,2,0.684,7.5,0,1
15.11,372.0,0,31,1,0.795,8.4,0,0
6.01,826.0,0,44,2,0.732,9.4,1,1
30.37,480.0,0,26,4,0.242,39.0,1,1
0.44,400.0,0,31,1,0.67,42.2,1,0
3.13,507.0,0,36,1,0.1,10.5,0,0
16.24,590.0,0,36,3,0.798,4.4,1,1
0.55,761.0,0,18,3,0.423,9.5,0,1
1.96,-1.0,1,28,2,0.797,68.9,0,1
6.48,157.0,0,32,4,0.2,4.2,0,1
5.02,597.0,0,28,5,0.441,19.3,0,1
12.95,770.0,0,38,1,0.48,53.0,1,0
1.09,200.0,0,29,4,0.394,12.5,0,1
0.25,-1.0,1,25,3,0.363,16.9,0,0
3.49,-1.0,1,38,5,0.79,14.2,1,1
5.98,797.0,0,20,3,0.145,40.0,1,0
28.32,318.0,0,25,2,0.711,1.8,1,1
4.77,181.0,0,42,2,0.19,17.7,1,0
5.01,489.0,0,34,2,0.378,50.9,1,1
5.94,102.0,0,48,4,0.768,18.4,1,1
1.28,-1.0,1,22,2,0.574,41.1,1,0
11.41,168.0,0,20,4,0.438,18.0,1,1
5.07,316.0,0,23,1,0.661,27.6,1,1
1.28,616.0,0,36,5,0.297,29.4,0,0
17.35,274.0,0,19,5,0.883,20.6,0,1
13.84,437.0,0,22,0,0.72,37.0,0,1
9.84,890.0,0,27,5,0.42,17.2,0,0
13.51,740.0,0,23,4,0.836,3.4,1,1
8.11,-1.0,1,23,1,0.867,2.0,1,1
2.55,-1.0,1,41,0,0.54,10.8,1,1
2.0,899.0,0,27,4,0.254,30.2,1,0
6.37,223.0,0,19,3,0.569,100.6,1,1
9.04,880.0,0,31,2,0.742,0.5,0,0
2.69,120.0,0,23,3,0.291,13.4,0,1
10.59,453.0,0,49,1,0.942,28.0,1,1
3.15,674.0,0,30,1,0.16,0.9,1,0
1.81,-1.0,1,23,3,0.533,14.2,0,1
2.79,249.0,0,29,3,0.215,39.2,1,0
5.16,469.0,0,25,3,0.935,5.9,1,1
2.43,261.0,0,41,5,0.747,1.7,1,1
10.68,466.0,0,33,5,0.751,44.4,1,1
6.97,826.0,0,43,4,0.387,11.5,0,0
2.24,375.0,0,29,2,0.619,31.1,0,0
2.99,639.0,0,18,1,0.759,58.7,1,1
4.35,-1.0,1,27,1,0.517,79.7,1,0
6.88,427.0,0,18,3,0.848,37.4,0,1
4.57,458.0,0,24,5,0.236,59.8,1,1
11.13,781.0,0,45,3,0.789,52.8,0,0
2.01,308.0,0,24,2,0.538,16.6,0,0
0.02,624.0,0,40,7,0.496,21.8,1,1
9.33,-1.0,1,32,6,0.317,72.2,1,1
6.73,668.0,0,33,2,0.366,48.5,1,0
5.4,699.0,0,44,4,0.677,42.2,1,0
2.11,143.0,0,56,3,0.612,3.5,1,1
0.61,849.0,0,21,3,0.51,24.8,1,0
1.1,725.0,0,35,2,0.398,64.1,0,0
1.34,187.0,0,50,3,0.279,16.5,1,0
8.4,260.0,0,32,4,0.447,8.2,1,0
2.09,-1.0,1,39,5,0.53,11.4,1,1
0.46,711.0,0,41,4,0.247,6.1,1,1
4.07,470.0,0,47,2,0.953,12.2,1,0
14.73,329.0,0,36,2,0.55,13.2,0,0
0.86,432.0,0,26,2,0.568,10.9,1,1
5.25,199.0,0,31,2,0.29,8.6,1,0
6.79,279.0,0,41,6,0.246,2.1,1,1
5.95,588.0,0,24,2,0.856,31.0,0,0
9.21,884.0,0,24,2,0.888,4.7,0,1
5.97,340.0,0,33,3,0.261,15.4,1,0
3.48,273.0,0,38,1,0.24,47.6,0,0
1.53,-1.0,1,18,2,0.577,54.6,1,0
0.46,227.0,0,25,4,0.795,0.9,1,1
3.07,332.0,0,28,2,0.385,10.0,1,0
2.95,194.0,0,24,4,0.777,1.6,0,1
10.04,-1.0,1,42,3,0.391,53.0,0,0
12.42,-1.0,1,29,2,0.502,2.1,1,1
8.04,799.0,0,43,3,0.389,28.9,1,0
6.72,-1.0,1,33,4,0.928,13.1,1,1
0.75,229.0,0,28,7,0.387,12.2,0,0
11.1,-1.0,1,37,3,0.308,5.1,1,1
13.5,-1.0,1,18,4,0.529,0.8,1,0
2.77,660.0,0,27,6,0.851,60.9,1,1
16.31,509.0,0,35,2,0.629,11.4,1,1
5.66,602.0,0,26,8,0.694,17.3,1,1
2.23,602.0,0,39,4,0.657,20.0,1,1
0.23,602.0,0,40,2,0.352,6.1,0,0
12.57,-1.0,1,37,1,0.429,41.3,1,0
0.25,296.0,0,25,5,0.401,11.3,1,1
0.1,-1.0,1,20,2,0.568,9.8,1,0
11.12,131.0,0,35,2,0.211,28.5,1,1
4.03,97.0,0,40,2,0.357,19.2,1,1
5.85,365.0,0,37,2,0.77,70.6,1,1
0.04,-1.0,1,29,4,0.861,18.8,1,1
12.43,320.0,0,33,3,0.107,6.1,1,1
2.01,634.0,0,28,4,0.554,6.7,0,0
7.0,-1.0,1,26,1,0.856,4.6,1,0
26.0,284.0,0,18,2,0.154,33.1,1,1
1.86,160.0,0,44,2,0.413,28.2,1,1
2.74,371.0,0,41,6,0.763,7.3,0,1
4.88,-1.0,1,18,4,0.477,9.0,1,1
1.13,792.0,0,19,3,0.551,107.4,0,0
17.63,520.0,0,47,1,0.079,28.2,1,0
2.89,877.0,0,31,6,0.322,24.8,1,1
4.81,413.0,0,40,4,0.774,24.9,1,1
7.36,644.0,0,36,4,0.178,26.8,1,1
5.78,-1.0,1,18,4,0.567,5.0,1,0
18.34,631.0,0,32,6,0.576,11.3,0,0
1.19,327.0,0,24,1,0.06,36.5,1,0
3.74,451.0,0,24,3,0.304,45.5,0,0
1.32,830.0,0,18,3,0.764,26.7,1,1
0.31,231.0,0,28,4,0.765,16.8,1,1
3.48,784.0,0,37,1,0.353,72.0,0,0
2.84,147.0,0,30,2,0.783,2.5,0,0
3.12,552.0,0,39,4,0.546,26.4,1,1
6.31,863.0,0,39,4,0.234,18.5,1,1
0.79,313.0,0,30,6,0.458,4.6,1,1
0.31,595.0,0,37,3,0.461,2.5,0,1
1.11,601.0,0,46,2,0.108,34.3,1,0
7.55,556.0,0,22,4,0.654,17.7,1,1
5.82,819.0,0,37,0,0.513,22.3,0,0
6.0,155.0,0,38,4,0.233,7.7,1,1
5.76,517.0,0,26,5,0.186,3.4,0,1
6.07,748.0,0,18,6,0.609,9.6,1,0
1.08,-1.0,1,28,4,0.61,17.8,1,1
1.42,-1.0,1,30,4,0.275,7.4,1,1
0.44,-1.0,1,40,1,0.337,49.3,1,1
0.45,-1.0,1,27,2,0.364,5.5,1,1
8.95,427.0,0,26,2,0.392,33.0,1,0
0.18,156.0,0,45,2,0.139,3.3,1,1
11.68,147.0,0,34,3,0.745,0.5,1,0
9.23,757.0,0,36,3,0.718,45.4,1,0
5.83,315.0,0,39,3,0.48,0.1,1,0
14.8,842.0,0,37,0,0.201,13.5,0,0
3.02,410.0,0,29,3,0.781,36.5,1,1
10.49,533.0,0,41,5,0.609,62.9,0,0
1.49,643.0,0,33,5,0.358,4.2,1,0
2.56,413.0,0,41,5,0.175,2.9,1,0
15.9,573.0,0,39,1,0.881,51.1,1,1
4.39,835.0,0,34,2,0.178,7.9,1,1
0.67,-1.0,1,37,0,0.389,42.5,1,1
3.14,361.0,0,40,3,0.359,60.0,1,1
2.31,-1.0,1,19,1,0.51,13.0,0,0
3.07,324.0,0,31,4,0.252,93.5,1,1
6.28,795.0,0,37,1,0.662,77.3,1,0
1.29,194.0,0,29,7,0.326,22.9,1,0
0.57,602.0,0,50,4,0.858,4.3,1,1
14.15,-1.0,1,39,3,0.533,16.2,1,0
9.89,94.0,0,38,0,0.907,27.2,1,1
5.75,-1.0,1,40,3,0.211,18.6,1,1
1.75,465.0,0,27,1,0.668,14.8,1,1
2.15,278.0,0,40,1,0.674,23.4,0,0
5.45,286.0,0,18,4,0.53,99.9,1,0
0.21,330.0,0,18,3,0.457,34.4,1,0
11.75,251.0,0,35,3,0.446,7.1,1,1
10.04,390.0,0,37,2,0.585,51.1,1,0
6.96,356.0,0,32,6,0.613,30.0,1,0
1.76,-1.0,1,41,3,0.337,77.8,1,1
5.41,456.0,0,30,2,0.795,43.3,0,0
0.91,-1.0,1,41,2,0.721,6.0,1,1
10.25,200.0,0,33,4,0.874,7.9,1,1
0.25,832.0,0,48,2,0.344,23.2,1,1
28.49,194.0,0,32,8,0.741,33.9,1,0
0.98,811.0,0,37,3,0.434,9.7,0,1
3.78,-1.0,1,49,3,0.3,6.6,0,0
0.01,769.0,0,32,0,0.467,11.2,1,0
1.6,370.0,0,33,0,0.635,45.2,1,1
10.69,647.0,0,52,3,0.705,4.7,0,0
0.75,479.0,0,35,3,0.64,47.8,0,0
3.55,-1.0,1,28,0,0.457,35.9,1,1
3.25,810.0,0,32,4,0.849,0.1,1,1
11.52,368.0,0,44,3,0.515,24.4,0,0
2.16,110.0,0,27,4,0.532,67.6,1,1
1.99,832.0,0,51,3,0.768,15.2,0,1
2.72,419.0,0,41,6,0.387,11.2,1,1
1.02,499.0,0,36,3,0.909,30.9,1,1
2.67,863.0,0,36,3,0.839,9.3,1,1
4.19,712.0,0,33,1,0.199,20.8,1,0
1.87,849.0,0,43,1,0.643,28.7,1,1
4.77,838.0,0,28,3,0.773,44.4,1,1
3.3,414.0,0,25,3,0.42,21.0,0,0
4.11,324.0,0,26,4,0.217,15.1,1,0
10.04,575.0,0,37,3,0.707,20.5,0,0
12.34,216.0,0,31,1,0.147,100.3,0,0
4.22,520.0,0,28,5,0.5,12.0,1,1
2.47,282.0,0,40,4,0.458,21.6,0,1
15.76,158.0,0,39,4,0.815,20.0,1,0
11.58,174.0,0,44,2,0.551,0.3,1,1
5.35,495.0,0,28,3,0.236,26.8,1,0
1.71,833.0,0,37,2,0.376,34.3,1,1
0.94,251.0,0,20,4,0.433,115.1,1,0
3.97,323.0,0,18,3,0.741,31.6,1,1
5.17,151.0,0,39,5,0.369,7.4,1,0
3.29,510.0,0,31,6,0.47,3.5,1,1
4.82,186.0,0,18,5,0.493,15.4,1,0
2.38,90.0,0,47,3,0.668,61.1,1,0
23.57,575.0,0,22,1,0.665,20.2,0,1
0.23,150.0,0,31,4,0.173,2.1,0,0
4.91,151.0,0,34,2,0.879,7.0,1,1
10.24,258.0,0,40,3,0.442,15.4,0,0
5.92,671.0,0,22,4,0.853,104.5,0,0
5.17,-1.0,1,25,4,0.548,70.5,1,1
0.2,866.0,0,29,3,0.981,11.5,1,1
0.74,-1.0,1,47,3,0.471,35.4,1,0
20.96,816.0,0,34,2,0.457,2.6,1,1
1.77,656.0,0,35,3,0.675,17.0,0,1
18.35,125.0,0,31,3,0.611,19.5,0,0
1.3,276.0,0,40,2,0.846,19.7,0,0
6.8,196.0,0,37,3,0.352,2.3,1,0
7.17,434.0,0,38,6,0.431,16.0,0,0
17.29,163.0,0,18,2,0.394,7.9,1,1
18.37,774.0,0,18,3,0.297,3.9,1,0
1.61,-1.0,1,48,2,0.463,3.3,1,0
0.47,-1.0,1,28,3,0.248,35.8,0,0
0.76,214.0,0,43,5,0.566,24.1,0,1
29.31,-1.0,1,65,2,0.162,9.4,0,0
1.33,768.0,0,28,3,0.453,14.3,1,1
0.86,801.0,0,29,5,0.638,4.4,1,1
3.27,793.0,0,48,1,0.451,13.9,1,0
0.2,-1.0,1,30,3,0.866,5.6,0,0
3.5,180.0,0,18,0,0.244,27.0,0,0
3.22,642.0,0,20,7,0.554,0.7,1,1
0.27,881.0,0,38,3,0.676,4.6,1,1
12.02,-1.0,1,23,2,0.313,3.5,1,0
9.6,834.0,0,51,5,0.519,25.2,1,1
13.2,719.0,0,45,4,0.084,66.3,1,0
1.91,320.0,0,23,0,0.417,34.3,1,1
6.43,-1.0,1,31,5,0.051,12.2,0,0
0.6,470.0,0,29,4,0.546,7.3,0,1
5.95,681.0,0,47,5,0.346,105.0,1,1
2.04,899.0,0,27,1,0.638,8.8,0,0
1.84,-1.0,1,28,2,0.19,0.2,1,0
4.37,308.0,0,26,2,0.531,14.8,0,1
2.74,522.0,0,22,1,0.455,36.6,1,0
11.19,-1.0,1,29,2,0.512,43.6,1,0
4.12,888.0,0,42,4,0.816,16.1,0,0
4.87,-1.0,1,39,2,0.523,4.7,1,1
1.24,-1.0,1,18,4,0.681,57.4,0,0
0.03,725.0,0,37,2,0.279,53.3,1,0
2.67,754.0,0,36,4,0.53,20.2,0,0
5.71,394.0,0,32,6,0.928,33.0,1,1
0.6,168.0,0,45,1,0.342,36.2,0,0
6.89,526.0,0,29,1,0.5,6.8,1,1
1.12,335.0,0,18,1,0.093,1.8,0,0
2.59,783.0,0,42,4,0.373,19.3,1,1
1.68,378.0,0,39,3,0.493,9.4,0,1
2.88,105.0,0,36,3,0.279,36.3,1,0
5.39,756.0,0,33,4,0.486,3.1,1,1
0.27,-1.0,1,19,1,0.108,11.0,1,1
20.52,795.0,0,40,1,0.493,25.0,1,0
6.56,380.0,0,18,3,0.465,59.9,1,0
9.17,420.0,0,38,1,0.239,50.4,0,0
7.4,499.0,0,35,4,0.425,7.9,1,0
1.42,571.0,0,33,7,0.73,0.1,0,1
2.4,750.0,0,22,5,0.608,14.8,1,0
3.54,549.0,0,43,3,0.643,13.1,0,0
5.74,273.0,0,29,4,0.45,13.2,1,0
9.47,434.0,0,23,3,0.176,7.0,1,0
4.99,378.0,0,29,3,0.487,14.0,0,0
8.18,609.0,0,18,7,0.561,11.9,0,0
16.07,857.0,0,57,6,0.719,38.5,1,0
10.58,586.0,0,32,1,0.703,17.5,1,0
4.66,183.0,0,40,1,0.187,34.3,1,1
0.83,545.0,0,52,2,0.452,19.9,1,0
0.72,277.0,0,42,1,0.652,37.4,1,1
0.95,-1.0,1,37,3,0.796,23.9,1,1
6.12,499.0,0,35,7,0.469,9.5,1,0
13.4,218.0,0,26,4,0.351,8.8,1,0
0.54,776.0,0,18,2,0.489,54.0,1,1
3.84,568.0,0,29,4,0.166,109.0,1,0
1.67,649.0,0,27,2,0.293,13.8,1,0
2.25,428.0,0,53,3,0.462,10.3,0,0
1.52,871.0,0,26,5,0.635,2.9,0,1
19.46,483.0,0,38,6,0.736,5.9,0,1
10.06,158.0,0,42,4,0.713,18.8,1,1
11.24,245.0,0,51,1,0.211,0.6,1,0
17.65,-1.0,1,18,5,0.705,62.0,1,1
4.92,785.0,0,21,4,0.254,0.8,1,0
3.75,273.0,0,33,2,0.628,13.6,0,0
3.14,246.0,0,31,4,0.212,1.2,1,1
7.91,523.0,0,18,5,0.067,92.7,1,0
20.76,687.0,0,48,4,0.681,18.5,1,1
4.66,695.0,0,43,1,0.655,57.2,1,1
10.46,551.0,0,32,1,0.108,45.6,1,0
10.65,-1.0,1,36,4,0.324,44.2,0,0
3.05,571.0,0,51,2,0.562,13.4,1,0
0.72,251.0,0,29,0,0.738,74.4,1,1
1.52,832.0,0,54,3,0.659,5.8,1,1
6.59,464.0,0,26,2,0.273,3.8,0,0
9.36,786.0,0,41,5,0.082,0.0,1,0
5.31,182.0,0,36,3,0.619,2.4,1,1
13.11,821.0,0,44,4,0.791,49.1,0,0
3.13,538.0,0,53,2,0.676,3.1,1,1
6.61,527.0,0,39,4,0.721,8.9,0,0
5.69,-1.0,1,41,3,0.567,12.2,1,0
1.74,151.0,0,38,4,0.64,1.1,0,1
4.36,791.0,0,18,5,0.793,2.0,1,0
4.27,158.0,0,39,1,0.934,1.3,1,0
6.0,860.0,0,48,7,0.083,94.8,0,0
1.12,161.0,0,44,0,0.572,10.2,1,0
14.29,266.0,0,28,5,0.51,3.9,1,1
2.1,835.0,0,36,2,0.699,26.8,1,0
28.24,859.0,0,34,4,0.716,16.8,1,0
0.74,688.0,0,28,4,0.424,23.9,1,0
5.91,886.0,0,47,0,0.17,4.3,0,0
2.95,664.0,0,20,4,0.444,47.9,1,1
0.47,716.0,0,45,4,0.559,72.1,1,0
5.11,256.0,0,36,2,0.191,6.7,1,0
20.85,789.0,0,39,4,0.528,76.4,0,0
0.24,585.0,0,29,4,0.582,32.3,1,1
1.09,789.0,0,42,1,0.126,31.3,1,1
11.21,293.0,0,33,2,0.73,18.0,1,1
0.12,438.0,0,25,5,0.267,92.8,0,0
12.56,176.0,0,42,1,0.414,98.6,1,0
0.47,511.0,0,18,3,0.427,2.5,1,1
3.44,832.0,0,26,2,0.748,1.3,1,0
3.8,636.0,0,33,3,0.395,8.5,1,1
6.64,811.0,0,30,2,0.511,25.8,1,0
0.08,539.0,0,30,2,0.294,8.8,0,0
6.24,351.0,0,28,5,0.177,5.3,0,0
1.37,478.0,0,30,4,0.083,12.6,1,1
9.63,464.0,0,33,5,0.546,9.5,1,0
8.53,643.0,0,35,6,0.83,32.5,1,1
6.78,-1.0,1,38,6,0.861,55.8,1,1
4.87,112.0,0,25,2,0.892,60.0,1,1
0.49,119.0,0,26,4,0.214,9.8,1,0
14.53,413.0,0,38,1,0.429,14.7,1,1
2.51,891.0,0,21,4,0.671,8.8,1,1
5.15,362.0,0,22,3,0.428,1.2,1,0
9.53,339.0,0,31,6,0.542,2.6,1,1
14.87,463.0,0,25,1,0.322,16.7,1,0
3.55,-1.0,1,33,4,0.388,6.8,1,1
8.54,610.0,0,38,3,0.393,31.7,1,1
14.09,704.0,0,18,2,0.131,3.9,1,0
1.55,171.0,0,49,1,0.72,5.7,1,1
9.82,196.0,0,46,2,0.584,15.8,0,0
3.16,494.0,0,25,4,0.348,18.0,1,1
6.22,-1.0,1,22,3,0.601,19.9,0,1
1.44,341.0,0,53,4,0.957,14.8,1,1
7.04,573.0,0,27,3,0.462,15.0,0,0
4.27,620.0,0,34,2,0.273,6.5,0,0
3.42,808.0,0,18,3,0.89,30.2,1,1
15.76,693.0,0,36,6,0.966,17.6,1,0
1.94,554.0,0,41,3,0.538,4.6,1,1
3.85,539.0,0,18,4,0.723,5.9,1,1
1.16,306.0,0,30,4,0.484,2.6,1,0
11.56,872.0,0,32,0,0.49,38.8,1,1
12.66,242.0,0,27,3,0.703,39.0,1,1
6.27,773.0,0,30,4,0.859,35.6,1,1
2.5,111.0,0,52,3,0.752,8.1,1,0
8.25,415.0,0,23,2,0.296,46.6,1,0
2.0,-1.0,1,25,5,0.38,17.4,1,0
5.5,-1.0,1,18,0,0.269,72.7,0,0
14.25,898.0,0,20,2,0.653,9.2,0,0
8.21,397.0,0,24,4,0.386,2.5,1,1
15.36,406.0,0,29,3,0.672,33.6,0,1
16.15,-1.0,1,28,4,0.803,14.5,1,0
8.78,398.0,0,34,6,0.119,0.0,0,0
6.68,-1.0,1,41,1,0.089,162.1,1,0
1.18,516.0,0,25,1,0.786,3.1,0,0
7.69,354.0,0,38,2,0.323,2.5,0,0
2.87,779.0,0,24,3,0.474,38.5,1,1
2.83,-1.0,1,38,2,0.173,3.0,0,0
7.54,166.0,0,31,2,0.749,19.8,1,1
4.16,417.0,0,32,3,0.405,31.6,1,0
10.68,185.0,0,31,2,0.47,5.5,0,0
14.12,874.0,0,58,4,0.347,0.8,1,0
16.26,243.0,0,29,3,0.764,84.3,0,0
3.5,366.0,0,27,1,0.699,6.6,1,1
9.57,147.0,0,18,2,0.735,28.5,1,1
2.19,658.0,0,20,3,0.721,16.8,0,0
1.79,464.0,0,18,3,0.528,0.7,1,1
26.27,774.0,0,32,3,0.689,31.6,0,0
3.82,651.0,0,36,2,0.475,24.1,1,0
9.5,566.0,0,41,1,0.119,10.9,1,0
2.35,655.0,0,40,2,0.728,95.7,1,0
0.08,334.0,0,22,7,0.482,35.3,0,0
2.66,636.0,0,46,0,0.591,42.7,1,0
11.9,452.0,0,23,5,0.087,10.2,1,0
9.3,749.0,0,18,4,0.892,12.0,1,1
21.9,740.0,0,26,4,0.848,24.8,1,0
5.45,532.0,0,22,4,0.383,0.6,0,0
3.76,183.0,0,40,0,0.529,49.0,1,0
8.2,-1.0,1,32,0,0.451,9.6,1,0
6.58,707.0,0,37,6,0.707,18.4,1,1
1.84,416.0,0,24,3,0.849,14.8,1,1
3.66,-1.0,1,33,3,0.265,23.2,0,0
3.64,771.0,0,18,2,0.556,21.6,1,0
6.46,692.0,0,31,3,0.553,0.6,0,0
11.47,429.0,0,33,2,0.921,0.0,1,1
11.35,-1.0,1,18,4,0.578,12.1,0,0
4.92,287.0,0,43,3,0.428,30.5,1,1
9.49,187.0,0,31,1,0.332,41.7,0,0
23.02,597.0,0,18,6,0.582,70.6,0,1
3.67,128.0,0,34,5,0.165,66.3,1,1
1.66,295.0,0,18,4,0.613,15.4,1,1
18.72,501.0,0,44,1,0.774,2.1,0,1
1.71,837.0,0,21,5,0.492,14.9,0,0
0.39,615.0,0,31,4,0.547,22.0,1,1
9.25,608.0,0,26,3,0.745,74.8,1,1
13.34,547.0,0,33,1,0.342,85.1,0,0
0.75,294.0,0,42,4,0.351,1.0,1,0
9.53,-1.0,1,31,3,0.85,46.0,1,1
1.21,-1.0,1,28,5,0.395,12.5,1,1
1.0,252.0,0,43,2,0.773,17.6,1,1
5.05,269.0,0,19,7,0.425,7.9,1,1
19.91,655.0,0,41,4,0.464,0.6,0,0
0.17,893.0,0,39,3,0.333,22.9,1,1
0.11,840.0,0,24,4,0.146,13.3,0,0
3.5,185.0,0,25,3,0.847,6.8,0,0
21.57,-1.0,1,41,3,0.738,3.1,1,1
12.5,-1.0,1,42,4,0.619,14.9,1,0
6.61,437.0,0,25,2,0.579,38.8,1,1
4.01,-1.0,1,27,3,0.222,3.5,0,1
3.76,776.0,0,21,1,0.592,34.3,1,1
3.19,513.0,0,27,2,0.59,6.8,0,0
1.27,390.0,0,43,1,0.213,28.5,1,0
9.0,-1.0,1,33,4,0.353,14.2,1,1
0.6,-1.0,1,26,2,0.294,38.7,0,0
3.35,359.0,0,20,2,0.727,2.3,1,1
3.32,737.0,0,31,4,0.439,25.2,1,0
0.36,364.0,0,46,2,0.404,24.6,1,1
20.99,786.0,0,38,5,0.633,27.3,0,0
2.8,-1.0,1,49,2,0.414,1.1,0,0
5.49,644.0,0,44,3,0.659,6.3,1,1
9.09,826.0,0,30,3,0.483,33.2,0,0
1.45,671.0,0,37,1,0.347,83.4,1,0
0.15,159.0,0,37,3,0.395,8.1,0,1
